,query,ExclamationMark,QuestionMark,countWords,countChars,how,when,where,what,whose,which,why,who,count am-is-are,count stop words,PERSON,ORG,GPE,DATE,count music common,count weather common,VRB,ADJ,NON,output
1881,play music by paul mccartney,0,0,5,28,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,4,PlayMusic
1882,play saturday nights & sunday mornings,0,0,6,38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,4,PlayMusic
1883,tell me the weather forecast for june seventeenth 2034 in fl,0,0,11,60,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,3,1,1,4,GetWeather
1884,play an masaki aiba tune,0,0,5,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,PlayMusic
1885,play the track the wizard and i,0,0,7,31,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,0,1,0,3,PlayMusic
1886,play fourties soundtrack from hamish maccunn,0,0,6,44,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,3,PlayMusic
1887,is there a blizzard coming to el verano,0,0,8,39,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,3,0,2,GetWeather
1888,play some tango,0,0,3,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,PlayMusic
1889,is it warm in sierra blanca now,0,0,7,31,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,1,1,3,1,GetWeather
1890,can you play a top song from a chyi chin concerto,0,0,11,49,0,0,0,0,0,0,0,0,0,5,0,0,1,0,3,0,1,1,4,PlayMusic
1891,how s the weather in brookdale zimbabwe,0,0,7,39,1,0,0,0,0,0,0,0,1,4,0,0,1,0,0,1,1,0,3,GetWeather
1892,play the fool on the hill by khwaja ghulam farid,0,0,10,48,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,1,0,5,PlayMusic
1893,play a scott lafaro soundtrack,0,0,5,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,PlayMusic
1894,will it be stormy not far from id on 10/2/2021,0,0,10,46,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,2,2,1,GetWeather
1895,is snowfall forecast in pa,0,0,5,26,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,1,2,GetWeather
1896,play chant music by big dee irwin,0,0,7,33,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,5,PlayMusic
1897,what s the weather going to be one hour from now in taiwan,0,0,13,58,0,0,0,1,0,0,0,0,1,8,0,0,1,0,0,3,3,1,3,GetWeather
1898,will the weather conditions be temperate and pleasant in togo,0,0,10,61,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,1,2,3,GetWeather
1899,play the music of filipp bedrossowitsch kirkorow s theme,0,0,9,56,0,0,0,0,0,0,0,0,1,3,1,0,0,0,2,0,1,2,4,PlayMusic
1900,play the album making evening and night by cevin key,0,0,10,52,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,2,0,5,PlayMusic
1901,play something from my songs for you not your parents playlist,0,0,11,62,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,1,1,4,PlayMusic
1902,play me a song from voices & images,0,0,8,35,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,1,0,3,PlayMusic
1903,play a popular ballad by amanda,0,0,6,31,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,2,PlayMusic
1904,will it be hot in dongola cameroon,0,0,7,34,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1,2,GetWeather
1905,play music by young steff,0,0,5,25,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,3,PlayMusic
1906,what will the weather be in allenwood,0,0,7,37,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,1,1,0,2,GetWeather
1907,is it supposed to snow in nv,0,0,7,28,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,3,0,1,GetWeather
1908,play top 20 from frank farian,0,0,6,29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,3,0,PlayMusic
1909,play music on groove shark,0,0,5,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,4,PlayMusic
1910,give me the weather forecast for here,0,0,7,37,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,1,1,2,GetWeather
1911,what will the weather be like here next week,0,0,9,44,0,0,0,1,0,0,0,0,0,5,0,0,0,1,0,3,1,2,2,GetWeather
1912,will it be chillier on october 17 nearby east glacier park,0,0,11,58,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,2,2,2,GetWeather
1913,i want to hear papa mali s songs from the fifties,0,0,11,49,0,0,0,0,0,0,0,0,1,5,1,0,0,1,3,0,3,1,4,PlayMusic
1914,play a sixties song by george sanger,0,0,7,36,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,0,4,PlayMusic
1915,play the way it has to be by tom g warrior on zvooq,0,0,13,51,0,0,0,0,0,0,0,0,0,7,1,0,0,0,2,0,4,1,3,PlayMusic
1916,what will the weather be in overton at 8 pm,0,0,10,43,0,0,0,1,0,0,0,0,0,6,0,0,1,0,0,2,1,0,3,GetWeather
1917,can you use pandora to play a soundtrack from 1999 by david sitek,0,0,13,65,0,0,0,0,0,0,0,0,0,6,1,0,0,1,2,0,2,0,4,PlayMusic
1918,play music from 1960,0,0,4,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,PlayMusic
1919,what is the storm forecast for now in jordan,0,0,9,44,0,0,0,1,0,0,0,0,1,6,0,0,1,0,0,1,1,1,3,GetWeather
1920,play the newest ballad from chad urmston,0,0,7,40,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,2,1,2,PlayMusic
1921,what will the weather be in michigan,0,0,7,36,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,1,1,1,1,GetWeather
1922,play barbra streisand music from 1997,0,0,6,37,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,3,PlayMusic
1923,will it be warmer in 20 minutes at natural park of las batuecas,0,0,13,63,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,2,1,4,GetWeather
1924,play the top ten by andrea del rosario,0,0,8,38,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,2,3,PlayMusic
1925,is it supposed to be chilly in boiling spring lakes,0,0,10,51,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,4,1,2,GetWeather
1926,play music by raheem devaughn,0,0,5,29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,4,PlayMusic
1927,what will the weather be a nine in willow river state park,0,0,12,58,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,3,1,1,4,GetWeather
1928,play trace adkins music from the thirties,0,0,7,41,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,5,PlayMusic
1929,play a melody from leigh nash using lastfm,0,0,8,42,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,1,3,PlayMusic
1930,play some movement from 1959 on deezer,0,0,7,38,0,0,0,0,0,0,0,0,0,3,0,1,0,1,2,0,1,0,2,PlayMusic
1931,i want to the latest ballad from ira losco,0,0,9,42,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,1,1,4,PlayMusic
1932,give me the weather forecast for here,0,0,7,37,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,1,1,2,GetWeather
1933,play the playlist feel good dinner,0,0,6,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,1,2,PlayMusic
1934,play music from the playlist late night jazz,0,0,8,44,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,1,5,PlayMusic
1935,whats the temperature not far from valley of fire,0,0,9,49,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,2,4,GetWeather
1936,i want to hear a 1976 symphony by jam master jay,0,0,11,48,0,0,0,0,0,0,0,0,0,4,1,0,0,1,2,0,2,0,5,PlayMusic
1937,what s the weather forecast for sequoyah national wildlife refuge,0,0,10,65,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,3,1,2,4,GetWeather
1938,play in every dream home a heartache by vincent paul abbott,0,0,11,59,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,7,PlayMusic
1939,what will the weather be in croatia,0,0,7,35,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,1,1,0,2,GetWeather
1940,what will the weather be like at 3 am in trinidad and tobago,0,0,13,60,0,0,0,1,0,0,0,0,1,8,0,1,1,0,0,2,2,0,3,GetWeather
1941,will there be a fog here this week,0,0,8,34,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,1,2,2,GetWeather
1942,play the late night jazz soundtrack on zvooq,0,0,8,44,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,1,4,PlayMusic
1943,"play bill evans album the best of the 12"" mixes",0,0,10,47,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,1,3,PlayMusic
1944,play fifties from sirusho harutyunyan,0,0,5,37,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,4,PlayMusic
1945,what is the weather forecast for winger,0,0,7,39,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,2,1,0,3,GetWeather
1946,play music by daddy yankee,0,0,5,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,3,PlayMusic
1947,play ballad from mandy moore,0,0,5,28,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,4,PlayMusic
1948,is there a cloud in the sky in thornville on feb fifth,0,0,12,54,0,0,0,0,0,0,0,0,1,7,0,0,1,1,0,0,1,0,5,GetWeather
1949,play annet artani soundtrack on slacker,0,0,6,39,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,4,PlayMusic
1950,how s the forecast for chad on september 28 2034,0,0,10,48,1,0,0,0,0,0,0,0,1,5,0,0,1,1,0,1,1,0,3,GetWeather
1951,i want to hear somi s songs from the twenties,0,0,10,45,0,0,0,0,0,0,0,0,1,5,0,0,0,1,4,0,2,2,3,PlayMusic
1952,how much wind will there be in nm on november 11th,0,0,11,50,1,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,1,3,1,GetWeather
1953,play robin hood and the bishop of hereford by jon mayer,0,0,11,55,0,0,0,0,0,0,0,0,0,4,2,1,0,0,1,0,0,0,7,PlayMusic
1954,what is the weather forecast in spaulding morocco,0,0,8,49,0,0,0,1,0,0,0,0,1,4,0,0,2,0,0,2,2,0,3,GetWeather
1955,what is the forecast for wren for freezing weather,0,0,9,50,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,3,2,0,3,GetWeather
1956,play anything from 1970,0,0,4,23,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,PlayMusic
1957,play new music by elmore james with google music,0,0,9,48,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,1,1,5,PlayMusic
1958,will it be raining one hundred thirty days from now ion gobles canada,0,0,13,69,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,1,4,2,3,GetWeather
1959,repeat the track of music,0,0,5,25,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,3,PlayMusic
1960,what s the weather like in kaltag,0,0,7,33,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,2,1,0,2,GetWeather
1961,play angelo amorevoli,0,0,3,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,PlayMusic
1962,what is the weather forecast for sunset in bouvet island,0,0,10,56,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,2,1,0,5,GetWeather
1963,how is colder in city of rocks state park around 03:43 pm,0,0,12,57,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,4,1,0,6,GetWeather
1964,play deezer tunes are & be,0,0,6,26,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,2,0,3,PlayMusic
1965,what s the weather like in serbia,0,0,7,33,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,2,1,0,2,GetWeather
1966,will there be a storm nearby,0,0,6,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,1,GetWeather
1967,play talking to the universe on itunes,0,0,7,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,3,PlayMusic
1968,open netflix and play david frizzell,0,0,6,36,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,4,PlayMusic
1969,play me against the world from glukoza,0,0,7,38,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,1,0,2,PlayMusic
1970,what is the weather here at 7 am,0,0,8,32,0,0,0,1,0,0,0,0,2,6,0,0,0,0,0,1,2,1,1,GetWeather
1971,what is the weather like at emma wood state beach,0,0,10,49,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,3,1,0,5,GetWeather
1972,play me a sound track by bert mccracken on zvooq,0,0,10,48,0,0,0,0,0,0,0,0,0,4,1,0,0,0,3,0,2,1,3,PlayMusic
1973,will there be a blizzard in woodmere,0,0,7,36,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,1,2,GetWeather
1974,is it forecast to be chilly here on july 14,0,0,10,43,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,2,2,2,2,GetWeather
1975,play the top twenty chant by wise,0,0,7,33,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,1,3,PlayMusic
1976,is there weather going to get chilly when i get close to new york,0,0,14,65,0,1,0,0,0,0,0,0,1,6,0,0,1,0,0,5,4,4,2,GetWeather
1977,can you play some eighties music,0,0,6,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,2,PlayMusic
1978,i d like the weather forecast for albania,0,0,8,41,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,3,1,1,3,GetWeather
1979,play music from lastfm,0,0,4,22,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,3,PlayMusic
1980,play some dance on groove shark,0,0,6,31,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,0,3,PlayMusic
1981,what s the weather like in el salvador on wed,0,0,10,45,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,2,1,1,3,GetWeather
1982,play the song si no te hubiera conocido by haidar salim,0,0,11,55,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,2,0,6,PlayMusic
1983,is it cloudy in georgia,0,0,5,23,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,2,GetWeather
1984,what is the weather forecast for june the third in rileyville co,0,0,12,64,0,0,0,1,0,0,0,0,1,6,0,0,1,1,0,2,1,1,5,GetWeather
1985,what is the weather here at 7 am,0,0,8,32,0,0,0,1,0,0,0,0,2,6,0,0,0,0,0,1,2,1,1,GetWeather
1986,play a chaos of desire from dan snaith,0,0,8,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,4,PlayMusic
1987,will there be sun at four pm at runkaus strict nature reserve,0,0,12,61,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,2,3,3,GetWeather
1988,please play me some satire music,0,0,6,32,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,3,0,1,PlayMusic
1989,play music on itunes,0,0,4,20,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,3,PlayMusic
1990,play some chanson music,0,0,4,23,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,2,PlayMusic
1991,open groove shark and play native us,0,0,7,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,2,2,PlayMusic
1992,play fifties music on deezer,0,0,5,28,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,4,PlayMusic
1993,play the top 1991 sound track,0,0,6,29,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,1,2,PlayMusic
1994,play some seventies dj colette,0,0,5,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,2,PlayMusic
1995,i need the weather in nd in three hundred fifty one days,0,0,12,56,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,1,4,GetWeather
1996,will it be chillier on october 17 nearby east glacier park,0,0,11,58,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,2,2,2,GetWeather
1997,what s the weather forecast for here,0,0,7,36,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,2,1,1,2,GetWeather
1998,play the newest melody by cisco adler on pandora,0,0,9,48,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,1,1,4,PlayMusic
1999,what will the weather be at mu ko phetra national park on administrative professionals day,0,0,15,90,0,0,0,1,0,0,0,0,0,6,0,1,0,1,0,3,1,4,4,GetWeather
2000,what is the weather like in midfield iowa today,0,0,9,47,0,0,0,1,0,0,0,0,1,4,0,0,1,1,0,2,1,0,4,GetWeather
2001,want to play christina schollin lastfm,0,0,6,38,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1,1,3,PlayMusic
2002,play 1981 music on last fm,0,0,6,26,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,3,PlayMusic
2003,play some psychadelic music,0,0,4,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,PlayMusic
2004,will it be chilly in milligan college ak on law day,0,0,11,51,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,1,2,4,GetWeather
2005,what is the weather like at emma wood state beach,0,0,10,49,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,3,1,0,5,GetWeather
2006,play eighties music by kaira kwong on google music,0,0,9,50,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,0,0,7,PlayMusic
2007,tell me when it will be hotter in china,0,0,9,39,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,2,2,1,1,GetWeather
2008,is there going to be any snowfall today in lebanon,0,0,10,50,0,0,0,0,0,0,0,0,1,6,0,0,1,1,0,1,3,2,2,GetWeather
2009,what is the weather forecast in saint vincent and the grenadines,0,0,11,64,0,0,0,1,0,0,0,0,1,6,0,1,0,0,0,2,1,1,4,GetWeather
2010,tell me the weather forecast one year from now in kulpsville togo,0,0,12,65,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,4,1,1,5,GetWeather
2011,what s the weather like around laos,0,0,7,35,0,0,0,1,0,0,0,0,1,3,0,0,1,0,0,2,1,0,2,GetWeather
2012,what is the forecast starting on september 1 2039 for chillier conditions in ak,0,0,14,79,0,0,0,1,0,0,0,0,1,6,0,0,0,1,0,3,2,1,4,GetWeather
2013,play vimeo 2009 by desmond dekker,0,0,6,33,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,4,PlayMusic
2014,what is the forecast for freezing weather here,0,0,8,46,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,3,2,1,2,GetWeather
2015,what will the weather be in meeres-nationalpark insel bastimentos at twelve pm,0,0,12,78,0,0,0,1,0,0,0,0,0,6,1,1,0,0,0,2,1,1,5,GetWeather
2016,tell me the weather for sewickley at twelve am,0,0,9,46,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,2,2,0,3,GetWeather
2017,play my melodious playlist,0,0,4,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,PlayMusic
2018,is it going to blizzard at my current position,0,0,9,46,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,2,3,1,1,GetWeather
2019,please play some music from the seventies movement,0,0,8,50,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,2,0,3,PlayMusic
2020,will it be freezing within walking distance of alaska,0,0,9,53,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,3,0,2,GetWeather
2021,what s the weather like in mountainair,0,0,7,38,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,2,1,0,2,GetWeather
2022,what is the 11 pm forecast for here and far,0,0,10,43,0,0,0,1,0,0,0,0,1,6,0,0,0,0,0,2,1,2,2,GetWeather
2023,play all the way my savior leads me on spotify,0,0,10,46,0,0,0,0,0,0,0,0,0,5,0,0,1,0,2,0,1,1,3,PlayMusic
2024,what s the weather going to be like near sawtooth national recreation area at 2 pm,0,0,16,82,0,0,0,1,0,0,0,0,1,6,0,0,0,0,0,6,3,2,4,GetWeather
2025,play some latin music,0,0,4,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,PlayMusic
2026,what s the weather forecast for arizona city,0,0,8,44,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,2,1,1,3,GetWeather
2027,will there be a blizzard at seven in colorado,0,0,9,45,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1,1,2,GetWeather
2028,will there be fog in fairwood,0,0,6,29,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,1,1,GetWeather
2029,listen to music from 1975,0,0,5,25,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,2,PlayMusic
2030,what is the weather in ct,0,0,6,25,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,1,1,0,2,GetWeather
2031,play 1993 theme music,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,PlayMusic
2032,what is the weather here at 7 am,0,0,8,32,0,0,0,1,0,0,0,0,2,6,0,0,0,0,0,1,2,1,1,GetWeather
2033,check the weather forecast in seven weeks for emida,0,0,9,51,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,3,1,0,4,GetWeather
2034,what s the weather in belize close to ten pm,0,0,10,44,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,2,2,0,4,GetWeather
2035,in portales gambia what is the humidity this morning,0,0,9,52,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,0,2,0,3,GetWeather
2036,play music off netflix,0,0,4,22,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,3,PlayMusic
2037,play some music from the twenties,0,0,6,33,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,1,0,2,PlayMusic
2038,give me a forecast for carol city,0,0,7,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,3,GetWeather
2039,play a melody from the nineties on google music,0,0,9,47,0,0,0,0,0,0,0,0,0,4,0,1,0,0,3,0,1,0,4,PlayMusic
2040,play a song from the thirties on zvooq,0,0,8,38,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,1,0,3,PlayMusic
2041,play newest robert palmer sound track,0,0,6,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,5,PlayMusic
2042,can you play some eighties music,0,0,6,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,2,PlayMusic
2043,will it be colder in cut ma tomorrow,0,0,8,36,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,1,2,0,3,GetWeather
2044,what s the weather forecast for the area neighboring ks this autumn,0,0,12,67,0,0,0,1,0,0,0,0,1,6,0,1,0,1,0,3,3,0,4,GetWeather
2045,tell me the weather forecast faraway from tx,0,0,8,44,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,3,2,1,2,GetWeather
2046,is it forecast to be windy here in seven seconds,0,0,10,48,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,3,1,2,GetWeather
2047,what s the weather going to be like in pr at nineteen o clock,0,0,14,61,0,0,0,1,0,0,0,0,1,8,0,0,0,1,0,3,3,1,4,GetWeather
2048,tell me the weather forecast for equatorial guinea,0,0,8,50,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,1,1,3,GetWeather
2049,play clifford brown all stars by michael balzary,0,0,8,48,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,5,PlayMusic
2050,play a tune by houston on spotify,0,0,7,33,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,1,0,3,PlayMusic
2051,how much hotter will it be 40 weeks from now in blue island north dakota,0,0,15,72,1,0,0,0,0,0,0,0,0,7,0,0,1,1,0,2,1,3,5,GetWeather
2052,play a symphonic rock on pandora,0,0,6,32,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,2,PlayMusic
2053,play the 2014 album from la lupe,0,0,7,32,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,1,0,3,PlayMusic
2054,i wish to listen to some fifties music,0,0,8,38,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,2,1,2,PlayMusic
2055,i need the weather in nd in three hundred fifty one days,0,0,12,56,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,1,4,GetWeather
2056,what will the weather be like on january the twenty-third 2034 in ga,0,0,13,68,0,0,0,1,0,0,0,0,0,7,0,0,1,1,0,2,1,2,2,GetWeather
2057,what is the cameia national park forecast for in one minute and 1 second,0,0,14,72,0,0,0,1,0,0,0,0,1,6,0,0,0,0,0,5,1,2,4,GetWeather
2058,how will the weather be in six minutes close to moosic,0,0,11,54,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,2,1,2,GetWeather
2059,what is the weather at the current position,0,0,8,43,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,2,1,1,2,GetWeather
2060,what is the forecast for lesotho for starting this fall,0,0,10,55,0,0,0,1,0,0,0,0,1,6,0,0,0,0,0,1,2,0,3,GetWeather
2061,play some seventies track from top rie tomosaka,0,0,8,47,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,2,1,3,PlayMusic
2062,i need the weather at noon for e a vaughn wildlife management area,0,0,13,66,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,1,1,7,GetWeather
2063,play these four walls by yummy bingham,0,0,7,38,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,3,PlayMusic
2064,what s the weather here at 2 pm,0,0,8,31,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,2,1,1,2,GetWeather
2065,play me a song from the fourties movement,0,0,8,41,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,0,1,0,3,PlayMusic
2066,what s the weather in oregon,0,0,6,28,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,1,1,0,2,GetWeather
2067,can you play halloween by ajinoam nini,0,0,7,38,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,1,1,2,PlayMusic
2068,will there be a depression in the weather here on cyber monday,0,0,12,62,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,1,1,2,4,GetWeather
2069,play jeff pilson on youtube,0,0,5,27,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,4,PlayMusic
2070,play some 1999 symphony from minami takahashi,0,0,7,45,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1,0,3,PlayMusic
2071,what s the weather like around laos,0,0,7,35,0,0,0,1,0,0,0,0,1,3,0,0,1,0,0,2,1,0,2,GetWeather
2072,what is the weather in sint maarten,0,0,7,35,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,1,1,0,3,GetWeather
2073,play me a song by hank thompson from moa anbessa,0,0,10,48,0,0,0,0,0,0,0,0,0,4,2,0,0,0,2,0,1,0,5,PlayMusic
2074,listen to power gaming playlist,0,0,5,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,2,PlayMusic
2075,play my new indie mix on google music,0,0,8,37,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,1,2,3,PlayMusic
2076,i want to hear sebastian s songs from the thirties on youtube,0,0,12,61,0,0,0,0,0,0,0,0,1,6,0,0,1,1,4,0,2,2,4,PlayMusic
2077,i want to hear the new vasilis tsitsanis ep,0,0,9,43,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,1,4,PlayMusic
2078,play the greatest record by joe purdy on google music,0,0,10,53,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,1,1,5,PlayMusic
