,Intent,Query,Param1,Param2
2313,GetWeather,tell me if it ll be chillier in 3 minutes here,O O O O O O B-condition_temperature B-timeRange I-timeRange I-timeRange B-current_location,"B-condition_temperature(chillier), B-timeRange(in), I-timeRange(3), I-timeRange(minutes), B-current_location(here),"
2314,GetWeather,give me weather information for porcupine mountains,O O O O O O B-geographic_poi I-geographic_poi,"B-geographic_poi(porcupine), I-geographic_poi(mountains),"
2315,GetWeather,what is the philippines forecast for humid weather,O O O O B-country O O B-condition_description O,"B-country(philippines), B-condition_description(humid),"
2316,PlayMusic,play some nineties music on pandora,O O O B-year O O B-service,"B-year(nineties), B-service(pandora),"
2317,GetWeather,what is the weather in the falkland islands,O O O O O O B-country I-country,"B-country(falkland), I-country(islands),"
2318,GetWeather,what s the weather like in the dana biosphere reserve six years from now,O O O O O O O O B-geographic_poi I-geographic_poi I-geographic_poi B-timeRange I-timeRange I-timeRange I-timeRange,"B-geographic_poi(dana), I-geographic_poi(biosphere), I-geographic_poi(reserve), B-timeRange(six), I-timeRange(years), I-timeRange(from), I-timeRange(now),"
2319,GetWeather,will it be windy at 4 pm in ny,O O O O B-condition_description O B-timeRange I-timeRange O B-state,"B-condition_description(windy), B-timeRange(4), I-timeRange(pm), B-state(ny),"
2320,GetWeather,will it be stormy in distant holly river state park,O O O B-condition_description O B-spatial_relation B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi,"B-condition_description(stormy), B-spatial_relation(distant), B-geographic_poi(holly), I-geographic_poi(river), I-geographic_poi(state), I-geographic_poi(park),"
2321,PlayMusic,play some carmen mcrae from ed robertson off of itunes,O O B-album I-album O B-artist I-artist O O B-service,"B-album(carmen), I-album(mcrae), B-artist(ed), I-artist(robertson), B-service(itunes),"
2322,PlayMusic,i d like to listen to tom cochrane s 1990 ep on zvooq,O O O O O O B-artist I-artist O B-year B-music_item O B-service,"B-artist(tom), I-artist(cochrane), B-year(1990), B-music_item(ep), B-service(zvooq),"
2323,GetWeather,will there be cloud coverage at zero am in minami alps koma prefectural natural park,O O O B-condition_description O O B-timeRange I-timeRange O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi,"B-condition_description(cloud), B-timeRange(zero), I-timeRange(am), B-geographic_poi(minami), I-geographic_poi(alps), I-geographic_poi(koma), I-geographic_poi(prefectural), I-geographic_poi(natural), I-geographic_poi(park),"
2324,PlayMusic,play some avantgarde music on netflix,O O B-genre O O B-service,"B-genre(avantgarde), B-service(netflix),"
2325,PlayMusic,play me the newest fourties symphony,O O O O B-sort B-year B-music_item,"B-sort(newest), B-year(fourties), B-music_item(symphony),"
2326,PlayMusic,play a song off get up offa that thing by doseone on last fm,O O B-music_item O B-album I-album I-album I-album I-album O B-artist O B-service I-service,"B-music_item(song), B-album(get), I-album(up), I-album(offa), I-album(that), I-album(thing), B-artist(doseone), B-service(last), I-service(fm),"
2327,GetWeather,weather for five am in osyka bhutan,O O O B-timeRange I-timeRange O B-city B-country,"B-timeRange(five), I-timeRange(am), B-city(osyka), B-country(bhutan),"
2328,GetWeather,will it get colder by 11 in jacobsburg syria,O O O B-condition_temperature O B-timeRange O B-city B-country,"B-condition_temperature(colder), B-timeRange(11), B-city(jacobsburg), B-country(syria),"
2329,GetWeather,is the forecast chillier in 1 hour in mali,O O O B-condition_temperature B-timeRange I-timeRange I-timeRange O B-country,"B-condition_temperature(chillier), B-timeRange(in), I-timeRange(1), I-timeRange(hour), B-country(mali),"
2330,PlayMusic,play music on spotify,O O O B-service,"B-service(spotify),"
2331,GetWeather,what will the weather be for hooksett,O O O O O O B-city,"B-city(hooksett),"
2332,PlayMusic,play some music on slacker,O O O O B-service,"B-service(slacker),"
2333,GetWeather,what will the weather be here 14 minutes from now within walking distance,O O O O O O B-current_location B-timeRange I-timeRange I-timeRange I-timeRange B-spatial_relation I-spatial_relation I-spatial_relation,"B-current_location(here), B-timeRange(14), I-timeRange(minutes), I-timeRange(from), I-timeRange(now), B-spatial_relation(within), I-spatial_relation(walking), I-spatial_relation(distance),"
2334,PlayMusic,play some contemporary christian on groove shark,O O B-genre I-genre O B-service I-service,"B-genre(contemporary), I-genre(christian), B-service(groove), I-service(shark),"
2335,GetWeather,how is the weather in indian creek village,O O O O O B-city I-city I-city,"B-city(indian), I-city(creek), I-city(village),"
2336,GetWeather,will there be hail in kaffir,O O O B-condition_description O B-city,"B-condition_description(hail), B-city(kaffir),"
2337,PlayMusic,i want to hear the newest music from the railway children,O O O O O B-sort O O B-artist I-artist I-artist,"B-sort(newest), B-artist(the), I-artist(railway), I-artist(children),"
2338,PlayMusic,play llegando a casa playlist,O B-playlist I-playlist I-playlist O,"B-playlist(llegando), I-playlist(a), I-playlist(casa),"
2339,PlayMusic,play a track by titiyo,O O B-music_item O B-artist,"B-music_item(track), B-artist(titiyo),"
2340,GetWeather,will it get foggy in spring hill,O O O B-condition_description O B-city I-city,"B-condition_description(foggy), B-city(spring), I-city(hill),"
2341,GetWeather,what s the weather like here,O O O O O B-current_location,"B-current_location(here),"
2342,PlayMusic,will you play my nuestros 80 playlist,O O O O B-playlist I-playlist O,"B-playlist(nuestros), I-playlist(80),"
2343,PlayMusic,let me hear an ep from the thirties era of music,O O O O B-music_item O O B-year O O O,"B-music_item(ep), B-year(thirties),"
2344,GetWeather,weather for 9/3/2034 at bridle trails state park,O O B-timeRange O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi,"B-timeRange(9/3/2034), B-geographic_poi(bridle), I-geographic_poi(trails), I-geographic_poi(state), I-geographic_poi(park),"
2345,PlayMusic,play breathtaking music,O B-playlist O,"B-playlist(breathtaking),"
2346,GetWeather,what s the weather far away in estonia,O O O O O B-spatial_relation O O B-country,"B-spatial_relation(far), B-country(estonia),"
2347,GetWeather,is there a depression in delta junction,O O O B-condition_description O B-city I-city,"B-condition_description(depression), B-city(delta), I-city(junction),"
2348,PlayMusic,play the top caleigh peters,O O O B-sort B-artist I-artist,"B-sort(top), B-artist(caleigh), I-artist(peters),"
2349,PlayMusic,play there must be more to life than this,O B-track I-track I-track I-track I-track I-track I-track I-track,"B-track(there), I-track(must), I-track(be), I-track(more), I-track(to), I-track(life), I-track(than), I-track(this),"
2350,GetWeather,will it be warm neighboring here in whitehouse,O O O B-condition_temperature B-spatial_relation B-current_location O B-city,"B-condition_temperature(warm), B-spatial_relation(neighboring), B-current_location(here), B-city(whitehouse),"
2351,PlayMusic,play music from artist ashley,O O O O B-artist,"B-artist(ashley),"
2352,GetWeather,tell me if it ll be freezing next month in rhode island,O O O O O O B-condition_temperature B-timeRange I-timeRange O B-state I-state,"B-condition_temperature(freezing), B-timeRange(next), I-timeRange(month), B-state(rhode), I-state(island),"
2353,PlayMusic,play the top movement music from 1997,O O O B-sort B-music_item O O B-year,"B-sort(top), B-music_item(movement), B-year(1997),"
2354,PlayMusic,list to the most popular muireann nic amhlaoibh song,O O O B-sort I-sort B-artist I-artist I-artist B-music_item,"B-sort(most), I-sort(popular), B-artist(muireann), I-artist(nic), I-artist(amhlaoibh), B-music_item(song),"
2355,GetWeather,show me a forecast for french polynesia,O O O O O O B-country I-country,"B-country(french), I-country(polynesia),"
2356,GetWeather,how temperate will it be here this week,O B-condition_temperature O O O B-current_location B-timeRange I-timeRange,"B-condition_temperature(temperate), B-current_location(here), B-timeRange(this), I-timeRange(week),"
2357,GetWeather,what s the weather forecast for winnfield georgia,O O O O O O B-city B-state,"B-city(winnfield), B-state(georgia),"
2358,GetWeather,weather forecast of lakebay,O O O B-city,"B-city(lakebay),"
2359,PlayMusic,play an album from the fourties new first,O O O B-music_item O O B-year B-sort O,"B-music_item(album), B-year(fourties), B-sort(new),"
2360,PlayMusic,play movement music from sheryfa luna,O B-music_item O O B-artist I-artist,"B-music_item(movement), B-artist(sheryfa), I-artist(luna),"
2361,PlayMusic,play frankie laine,O O B-artist I-artist,"B-artist(frankie), I-artist(laine),"
2362,PlayMusic,i d like to listen to space music,O O O O O O B-genre O,"B-genre(space),"
2363,PlayMusic,play socialism is good by terje bakken on spotify,O B-track I-track I-track O B-artist I-artist O B-service,"B-track(socialism), I-track(is), I-track(good), B-artist(terje), I-artist(bakken), B-service(spotify),"
2364,GetWeather,is it going to be freezing at tea time in michigantown ks,O O O O O O B-condition_temperature O B-timeRange O O B-city B-state,"B-condition_temperature(freezing), B-timeRange(tea), B-city(michigantown), B-state(ks),"
2365,GetWeather,what is the american samoa forecast for hot weather,O O O B-state I-state O O B-condition_temperature O,"B-state(american), I-state(samoa), B-condition_temperature(hot),"
2366,PlayMusic,play zvooq,O B-service,"B-service(zvooq),"
2367,GetWeather,what will the weather be like in brownfield,O O O O O O O B-city,"B-city(brownfield),"
2368,GetWeather,is it going to be warm here,O O O O O B-condition_temperature B-current_location,"B-condition_temperature(warm), B-current_location(here),"
2369,PlayMusic,play some fifties music by origa,O O B-year O O B-artist,"B-year(fifties), B-artist(origa),"
2370,GetWeather,what will the weather be here,O O O O O B-current_location,"B-current_location(here),"
2371,GetWeather,show cloud forcast in 1 hour in ia,O B-condition_description O B-timeRange I-timeRange I-timeRange O B-state,"B-condition_description(cloud), B-timeRange(in), I-timeRange(1), I-timeRange(hour), B-state(ia),"
2372,GetWeather,what s the weather forecast for glade park on july twenty-fifth 2033,O O O O O O B-city I-city O B-timeRange I-timeRange I-timeRange,"B-city(glade), I-city(park), B-timeRange(july), I-timeRange(twenty-fifth), I-timeRange(2033),"
2373,GetWeather,weather for noon in ca,O O B-timeRange O B-state,"B-timeRange(noon), B-state(ca),"
2374,PlayMusic,play the top 5 by akira the don,O O O B-sort I-sort O B-artist I-artist I-artist,"B-sort(top), I-sort(5), B-artist(akira), I-artist(the), I-artist(don),"
2375,GetWeather,what will be the wind speed around pembina gorge state recreation area october the 27th,O O O O B-condition_description O O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi B-timeRange I-timeRange I-timeRange,"B-condition_description(wind), B-geographic_poi(pembina), I-geographic_poi(gorge), I-geographic_poi(state), I-geographic_poi(recreation), I-geographic_poi(area), B-timeRange(october), I-timeRange(the), I-timeRange(27th),"
2376,GetWeather,weather for burr,O O B-city,"B-city(burr),"
2377,PlayMusic,play hardcore music,O O B-genre O,"B-genre(hardcore),"
2378,GetWeather,there is fog weather in grand lake nebraska,O O B-condition_description O O B-city I-city B-state,"B-condition_description(fog), B-city(grand), I-city(lake), B-state(nebraska),"
2379,GetWeather,how windy is it in anderson lake state fish and wildlife area,O B-condition_description O O O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi,"B-condition_description(windy), B-geographic_poi(anderson), I-geographic_poi(lake), I-geographic_poi(state), I-geographic_poi(fish), I-geographic_poi(and), I-geographic_poi(wildlife), I-geographic_poi(area),"
2380,PlayMusic,play a mike osborne song,O O O B-artist I-artist B-music_item,"B-artist(mike), I-artist(osborne), B-music_item(song),"
2381,GetWeather,what will the weather be next apr in mt,O O O O O O B-timeRange I-timeRange O B-state,"B-timeRange(next), I-timeRange(apr), B-state(mt),"
2382,PlayMusic,play music from the list indie electronics,O O O O O O B-playlist I-playlist,"B-playlist(indie), I-playlist(electronics),"
2383,GetWeather,tell me the weather forecast for france,O O O O O O B-country,"B-country(france),"
2384,GetWeather,what is the weather in taiwan,O O O O O B-country,"B-country(taiwan),"
2385,GetWeather,what s the weather in new zealand,O O O O O B-country I-country,"B-country(new), I-country(zealand),"
2386,GetWeather,weather for now in cape romain national wildlife refuge,O O O B-timeRange O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi,"B-timeRange(now), B-geographic_poi(cape), I-geographic_poi(romain), I-geographic_poi(national), I-geographic_poi(wildlife), I-geographic_poi(refuge),"
2387,PlayMusic,play halid 08 by video game pianist on pandora,O O B-album I-album O B-artist I-artist I-artist O B-service,"B-album(halid), I-album(08), B-artist(video), I-artist(game), I-artist(pianist), B-service(pandora),"
2388,PlayMusic,play the best music from klaus badelt,O O B-sort O O B-artist I-artist,"B-sort(best), B-artist(klaus), I-artist(badelt),"
2389,PlayMusic,i want to hear richard falomir s best song on pandora,O O O O O B-artist I-artist O B-sort B-music_item O B-service,"B-artist(richard), I-artist(falomir), B-sort(best), B-music_item(song), B-service(pandora),"
