,query,ExclamationMark,QuestionMark,countWords,countChars,how,when,where,what,whose,which,why,who,count am-is-are,count stop words,PERSON,ORG,GPE,DATE,count music common,count weather common,count get common,count send common,VRB,ADJ,NON,common_t_g,common_s_p_m_t,output
5893,Relate all missed chats,0,0,4,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,GET_MESSAGE
5894,Relate all overlook schmoose,0,0,4,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,GET_MESSAGE
5895,what percentage of global man-made co2 emissions comes from worldwide aviation,0,0,11,78,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,3,4,0,0,SEARCH
5896,Show me Omar's messages,0,0,4,23,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,1,GET_MESSAGE
5897,Show me Omar ' s message,0,0,6,24,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,2,0,1,GET_MESSAGE
5898,Open video message,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,GET_MESSAGE
5899,Undecided video message,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,GET_MESSAGE
5900,Please message Phyllis that I won't be able to attend her 4th of July picnic in Salinesville.,0,0,17,93,0,0,0,0,0,0,0,0,0,7,1,0,1,1,0,0,0,0,2,2,6,0,1,SEND_MESSAGE
5901,Ask my aunt if she can go to the JDRF Walk with me October 6th.,0,0,15,63,0,0,0,0,0,0,0,0,0,8,2,0,0,1,0,0,0,0,1,0,5,0,0,SEND_MESSAGE
5902,what is the minimum wage in france per hour,0,0,9,43,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,1,0,0,1,1,3,0,0,SEARCH
5903,what is the weather like in texas,0,0,7,33,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,2,0,0,1,0,2,0,0,GetWeather
5904,what is the largest lake (measured by surface area) in africa,0,0,11,61,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,2,1,4,0,0,SEARCH
5905,who was the first person to successfully introduce a device exclusively designed for data processing,0,0,15,100,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,3,3,4,0,0,SEARCH
5906,is it going to be warm here,0,0,7,27,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,4,1,0,1,1,GetWeather
5907,Message Bill to see if he can meet up in NYC for lunch on Wednesday.,0,0,15,68,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,1,2,0,5,0,2,SEND_MESSAGE
5908,where are red blood cells made in adults,0,0,8,40,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,1,3,0,0,SEARCH
5909,play say a word by la india,0,0,7,27,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,4,0,0,PlayMusic
5910,who sings the skye boat song on outlander,0,0,8,41,0,0,0,0,0,0,0,1,0,3,1,0,0,0,1,0,0,0,1,0,4,0,0,SEARCH
5911,view my chats please,0,0,4,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,GET_MESSAGE
5912,aspect my chats please,0,0,4,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,GET_MESSAGE
5913,play ballad music by jeff lynne,0,0,6,31,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,5,0,0,PlayMusic
5914,I need to make a video message for David,0,0,9,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,3,0,1,SEND_MESSAGE
5915,what s the weather in gabon,0,0,6,27,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,1,0,0,1,0,2,0,0,GetWeather
5916,play the mister music man by gene de paul,0,0,9,41,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,1,0,6,0,0,PlayMusic
5917,Get messages from Calculus class thread.,0,0,6,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,GET_MESSAGE
5918,Get messages from Tophus class train of thought.,0,0,8,48,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,6,0,1,GET_MESSAGE
5919,pull up my chat requests,0,0,5,24,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,3,0,0,GET_MESSAGE
5920,twist up my chat request,0,0,5,24,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,3,0,0,GET_MESSAGE
5921,Message him to be at home for dinner,0,0,8,36,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,3,0,1,SEND_MESSAGE
5922,Let Christian know I am going to the buffet at 7.,0,0,11,49,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,4,0,2,1,1,SEND_MESSAGE
5923,Message Elaine and ask her to RSVP to Marlene's party next week.,0,0,12,64,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,2,2,1,5,0,1,SEND_MESSAGE
5924,is it colder faraway from my current spot,0,0,8,41,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,2,0,0,1,2,2,0,0,GetWeather
5925,who is the cast of the new tomb raider movie,0,0,10,44,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,1,0,1,1,4,0,0,SEARCH
5926,play some 1959 songs on iheart,0,0,6,30,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,1,0,2,0,0,PlayMusic
5927,"Read me all messages from June 5, 2018.",0,0,8,39,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,2,0,1,GET_MESSAGE
5928,"Read pine tree state all substance from June 5, 2018.",0,0,10,53,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,2,4,0,0,GET_MESSAGE
5929,play music from art porter junior movie sound track using vimeo,0,0,11,63,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,1,1,8,0,0,PlayMusic
5930,Send a message to Sharon that the cupcake camp is next week.,0,0,12,60,0,0,0,0,0,0,0,0,1,5,1,0,0,1,0,0,0,0,2,1,5,0,1,SEND_MESSAGE
5931,play new ian mclagan,0,0,4,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2,1,0,0,PlayMusic
5932,can you display chats,0,0,4,21,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,GET_MESSAGE
5933,fanny you display chats,0,0,4,23,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,2,0,0,GET_MESSAGE
5934,who is broadcasting the world series in 2018,0,0,8,44,0,0,0,0,0,0,0,1,1,4,0,0,0,1,0,0,1,0,2,0,2,0,0,SEARCH
5935,Message my cousin Holly that our eta will be delayed due to the river flooding over the road,0,0,18,92,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,2,1,7,0,1,SEND_MESSAGE
5936,who left a text for me,0,0,6,22,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,GET_MESSAGE
5937,world health organization left a text for maine,0,0,8,47,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,1,0,5,0,0,GET_MESSAGE
5938,Message Jacky asking him to come over,0,0,7,37,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,2,0,2,0,1,SEND_MESSAGE
5939,Message Al and ask him to meet me at PF Changs at 5:30pm,0,0,13,56,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,2,2,0,4,0,1,SEND_MESSAGE
5940,play the newest phil stacey,0,0,5,27,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,2,0,0,PlayMusic
5941,what is the weather forecast for sep the 14th 2038 in north dakota,0,0,13,66,0,0,0,1,0,0,0,0,1,6,0,0,1,1,0,2,0,0,1,1,4,0,0,GetWeather
5942,who was the first person converted to islam,0,0,8,43,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,3,1,1,0,0,SEARCH
5943,give me the weather forecast for the city of archie,0,0,10,51,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,2,0,0,1,0,4,0,0,GetWeather
5944,what s the forecast for lake ilo national wildlife refuge,0,0,10,57,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,2,0,0,1,3,3,0,0,GetWeather
5945,Message Frank asking if he has my wallet,0,0,8,40,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,2,0,3,0,1,SEND_MESSAGE
5946,is it overcast close-by in illinois,0,0,6,35,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,1,2,1,0,0,GetWeather
5947,a system of fortifications along france's border,0,0,7,48,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,4,0,0,SEARCH
5948,Message Uncle Lee that his doctor's appointment is Thursday at 1:00 pm at the Professional Plaza.,0,0,16,97,0,0,0,0,0,0,0,0,1,6,1,0,0,1,0,1,0,0,1,0,9,0,1,SEND_MESSAGE
5949,"I'd like to see messages from the RuPaul's Drag Race chat, please",0,0,12,65,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,4,0,5,0,2,GET_MESSAGE
5950,"I ' ergocalciferol like to see messages from the RuPaul ' due south Retarding force Airstream chat, please",0,0,18,106,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,4,1,7,0,2,GET_MESSAGE
5951,Send a message to Briana to meet me at the Parkway Place Mall near my house,0,0,16,75,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,2,2,0,6,0,1,SEND_MESSAGE
5952,where was the three fifths compromise originally stated,0,0,8,55,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,1,0,0,SEARCH
5953,send Chris a message that I'm running late for the meeting,0,0,11,58,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,2,3,1,3,0,1,SEND_MESSAGE
5954,will it be hot in dongola cameroon,0,0,7,34,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,1,2,0,0,GetWeather
5955,Start a new message to my aunt and ask her her location,0,0,12,55,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,1,2,1,3,0,1,SEND_MESSAGE
5956,i want the weather for saint martin next year,0,0,9,45,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1,0,0,1,0,5,0,0,GetWeather
5957,what is the weather forecast for east cleveland republic of the congo,0,0,12,69,0,0,0,1,0,0,0,0,1,6,0,0,2,0,0,2,0,0,1,1,5,0,0,GetWeather
5958,Are there any new video messages in the Cookie Club group?,0,1,11,58,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,1,6,0,1,GET_MESSAGE
5959,Are there any modern video messages in the Biscuit Club chemical group?,0,1,12,71,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,7,0,1,GET_MESSAGE
5960,what is the weather in åland 4 seconds from now,0,0,10,47,0,0,0,1,0,0,0,0,1,6,1,0,0,0,0,1,0,0,1,1,3,0,0,GetWeather
5961,who has a ring of power in lotr,0,0,8,31,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,1,0,3,0,0,SEARCH
5962,play a sixties track by noam pikelny on iheart,0,0,9,46,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,1,1,3,0,0,PlayMusic
5963,play rocket queen on itunes,0,0,5,27,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,4,0,0,PlayMusic
5964,when does call of duty black ops 4,0,0,8,34,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,1,0,0,SEARCH
5965,who is playing in the acc championship game,0,0,8,43,0,0,0,0,0,0,0,1,1,4,0,1,0,0,0,0,0,0,2,0,3,0,0,SEARCH
5966,play the eternal by juju mob on vimeo,0,0,8,37,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,1,1,3,0,0,PlayMusic
5967,what is the hebrew meaning of the name jared,0,0,9,44,0,0,0,1,0,0,0,0,1,5,1,0,0,0,0,0,0,0,2,1,2,0,0,SEARCH
5968,what will the weather be like at my current spot on january the 19th,0,0,14,68,0,0,0,1,0,0,0,0,0,8,0,0,0,1,0,3,0,0,1,2,2,0,0,GetWeather
5969,use spotify to play music,0,0,5,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,3,0,0,PlayMusic
5970,Text Steve that I wont be at the next meeting,0,0,10,45,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,1,3,0,0,SEND_MESSAGE
5971,show me my chats,0,0,4,16,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,2,0,0,GET_MESSAGE
5972,show pine tree state my chats,0,0,6,29,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,5,0,0,GET_MESSAGE
5973,i want to listen to nineties chant songs,0,0,8,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,1,3,0,0,PlayMusic
5974,play rain by subliminal on groove shark,0,0,7,39,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,1,4,0,0,PlayMusic
5975,send a message to Cris to let him know that it is exactly 50 miles from Barre to White River Junction,0,0,21,101,0,0,0,0,0,0,0,0,1,9,2,0,0,0,0,0,0,3,4,1,7,0,1,SEND_MESSAGE
5976,what is the common name for gravitational force,0,0,8,47,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,2,2,0,0,SEARCH
5977,Message Mom and tell her I'm leaving in 5.,0,0,9,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,2,1,2,SEND_MESSAGE
5978,Look up messages.,0,0,3,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,GET_MESSAGE
5979,Count upwards messages.,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,GET_MESSAGE
5980,what s the weather in the marshall islands in sixteen hours,0,0,11,59,0,0,0,1,0,0,0,0,1,6,0,0,1,0,0,1,0,0,2,1,3,0,0,GetWeather
5981,Start video message,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,SEND_MESSAGE
5982,what is the average minimum wage in the united states,0,0,10,53,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,0,0,0,1,3,2,0,0,SEARCH
5983,who plays bongos on sympathy for the devil,0,0,8,42,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,3,0,0,SEARCH
5984,play some grunge,0,0,3,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,PlayMusic
5985,message my brother that my plane will arrive at 6 p. m. on sunday the 5th,0,0,16,73,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,1,0,6,0,1,SEND_MESSAGE
5986,what is the forecast at four am in zambia,0,0,9,41,0,0,0,1,0,0,0,0,2,6,0,0,1,0,0,1,0,0,2,0,2,0,0,GetWeather
5987,who was the qb for the saints before drew brees,0,0,10,47,0,0,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,1,0,4,0,0,SEARCH
5988,Ask Imani if she wants to do the Breast Cancer awareness 5k with me.,0,0,14,68,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,3,0,4,0,0,SEND_MESSAGE
5989,what will the weather be in worthington springs,0,0,8,47,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,1,0,0,1,1,2,0,0,GetWeather
5990,Who just texted me?,0,1,4,19,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,GET_MESSAGE
5991,Who exactly texted me?,0,1,4,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,GET_MESSAGE
5992,play furusato on google music,0,0,5,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,4,0,0,PlayMusic
5993,what is the current mac os operating system,0,0,8,43,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,1,0,0,2,1,3,0,0,SEARCH
5994,Send my daughter a message,0,0,5,26,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,1,SEND_MESSAGE
5995,what is the weather of new jersey palisades at three hundred three days from now,0,0,15,80,0,0,0,1,0,0,0,0,1,7,0,0,1,1,0,1,1,0,2,2,4,0,0,GetWeather
5996,Pull up texts by My Fam chat,0,0,7,28,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,5,0,0,GET_MESSAGE
5997,Drag up texts by My Fam chat,0,0,7,28,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,5,0,0,GET_MESSAGE
5998,what is the weather going to be like in epleys in south georgia and the south sandwich islands in 11 months,0,0,21,107,0,0,0,1,0,0,0,0,1,10,0,0,2,1,0,2,0,0,3,3,5,1,1,GetWeather
5999,who had hits with i don't wanna dance and electric avenue,0,0,11,57,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,3,3,4,0,0,SEARCH
6000,Message Sue to see if her husband got tickets to the Giants game for Thursday night.,0,0,16,84,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,2,0,8,0,2,SEND_MESSAGE
6001,can you play some music on youtube,0,0,7,34,0,0,0,0,0,0,0,0,0,4,1,0,0,0,3,0,0,0,1,0,2,0,0,PlayMusic
6002,i want to hear la jaula de oro by mc ren on google music,0,0,14,56,0,0,0,0,0,0,0,0,0,4,1,0,0,0,3,0,0,0,2,1,6,0,0,PlayMusic
6003,play my melodious playlist,0,0,4,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,PlayMusic
6004,i want to hear steven harwell from the thirties,0,0,9,47,0,0,0,0,0,0,0,0,0,4,1,0,0,1,1,0,0,0,2,1,3,0,0,PlayMusic
6005,"Message to Fred's wife, Esmeralda, asking if she remembered the fun we had at the last Alumni Weekend and if she wants to go with me this year since Fred is no longer a factor?",0,1,35,176,0,0,0,0,0,0,0,0,1,18,2,1,0,2,0,0,0,1,8,3,10,0,1,SEND_MESSAGE
6006,Tell Tessy I will be back at 7 pm to pick her up.,0,0,13,49,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,2,1,3,1,1,SEND_MESSAGE
6007,when does grey's anatomy come back on in march,0,0,9,46,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,3,2,1,0,0,SEARCH
6008,Send a video message to my mama,0,0,7,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,3,0,1,SEND_MESSAGE
6009,Show me the video message from the Sound Engineer chat.,0,0,10,55,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,4,0,1,GET_MESSAGE
6010,Show pine tree state the video message from the Sound Engine driver schmoose.,0,0,13,77,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,1,9,0,1,GET_MESSAGE
6011,what is the meaning of the name gomez,0,0,8,37,0,0,0,1,0,0,0,0,1,5,1,0,0,0,0,0,0,0,1,0,3,0,0,SEARCH
6012,ask Tanya if she will be attending the church charity on the 27,0,0,13,63,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,3,0,3,0,0,SEND_MESSAGE
6013,please look up my chat requests,0,0,6,31,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,3,0,0,GET_MESSAGE
6014,please look up my confab requests,0,0,6,33,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,3,0,0,GET_MESSAGE
6015,how many letters in the modern greek alphabet,0,0,8,45,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,2,0,0,SEARCH
6016,what is the forecast for iceland and danville for rain for nine months from now,0,0,15,79,0,0,0,1,0,0,0,0,1,9,0,0,2,1,0,1,0,0,1,1,5,0,0,GetWeather
6017,are there any new messages for me on imessage?,0,1,9,46,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,1,0,1,2,2,0,2,GET_MESSAGE
6018,are there any new subject matter for me on imessage?,0,1,10,52,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,1,0,1,3,2,0,1,GET_MESSAGE
6019,play any album from the twenties,0,0,6,32,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,1,0,2,0,0,PlayMusic
6020,Message I can't get off work.,0,0,6,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,1,SEND_MESSAGE
6021,Tell Michelle to meet me at the bar in 3 hours.,0,0,11,47,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,1,0,4,1,1,SEND_MESSAGE
6022,how many wins does tiger woods have on the pga tour,0,0,11,51,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,2,2,4,0,0,SEARCH
6023,how long is a whale shark in meters,0,0,8,35,1,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,1,2,2,0,0,SEARCH
6024,Read another message please,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,GET_MESSAGE
6025,Read another substance please,0,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,GET_MESSAGE
6026,Find messages from Dad.,0,0,4,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,GET_MESSAGE
6027,Breakthrough messages from Dad.,0,0,4,31,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,GET_MESSAGE
6028,six flags new orleans why did it close,0,0,8,38,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,1,0,2,2,1,0,0,SEARCH
6029,what s the forecast for harper me,0,0,7,33,0,0,0,1,0,0,0,0,1,5,1,0,0,0,0,1,0,0,1,1,1,0,0,GetWeather
6030,Send a message to Delta and ask them when Flight 293 arrives.,0,0,12,61,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,2,0,4,0,1,SEND_MESSAGE
6031,message jenn i found the rake,0,0,6,29,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,4,0,1,SEND_MESSAGE
6032,what is the meaning of zhongguo renmin yinhang,0,0,8,46,0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,1,0,4,0,0,SEARCH
6033,Video message Lauryn now.,0,0,4,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,1,SEND_MESSAGE
6034,what s the weather forecast for oman 2 months from now,0,0,11,54,0,0,0,1,0,0,0,0,1,6,0,0,1,1,0,2,0,0,1,2,3,0,0,GetWeather
6035,what s the weather forecast for new zealand,0,0,8,43,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,2,1,0,1,1,3,0,0,GetWeather
6036,play top-twenty fourties movement music by mohammad reza lotfi,0,0,9,62,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,2,5,0,0,PlayMusic
6037,Send a message to Briana to meet me at the Parkway Place Mall near my house,0,0,16,75,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,2,2,0,6,0,1,SEND_MESSAGE
6038,play a song off the best of siouxsie & the banshees by faustino oramas,0,0,14,70,0,0,0,0,0,0,0,0,0,6,1,1,0,0,2,0,0,0,1,1,5,0,0,PlayMusic
6039,a type of basic rock popular in the 1980s,0,0,9,41,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,2,3,0,0,SEARCH
6040,Send a happy birthday message to dad.,0,0,7,37,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,1,2,0,1,SEND_MESSAGE
6041,play me a song by dj paul elstak in 1988 on zvooq,0,0,12,49,0,0,0,0,0,0,0,0,0,5,1,0,0,1,3,0,0,0,1,0,5,0,0,PlayMusic
6042,when is season 8 for game of thrones,0,0,8,36,0,1,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,1,0,3,0,0,SEARCH
6043,what is the definition of ph in water,0,0,8,37,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,3,0,0,SEARCH
6044,What are the latest SMS message?,0,1,6,32,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,1,0,1,GET_MESSAGE
6045,What live the previous SMS subject matter?,0,1,7,42,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,0,0,GET_MESSAGE
6046,play some music from the thirties,0,0,6,33,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,1,0,2,0,0,PlayMusic
6047,Are there any new messages in the Sister Friends thread?,0,1,10,56,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,5,0,1,GET_MESSAGE
6048,Are there any modern messages in the Sister Friend screw thread?,0,1,11,64,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,4,0,1,GET_MESSAGE
6049,play rocket queen on itunes,0,0,5,27,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,4,0,0,PlayMusic
6050,what will the weather be like in russia in one hour from now,0,0,13,60,0,0,0,1,0,0,0,0,0,8,0,0,1,0,0,4,0,0,1,1,3,0,0,GetWeather
6051,who missed the plane the day the music died,0,0,9,43,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,2,0,3,0,0,SEARCH
6052,Ask my friends if any of them would be interested in going to the new Avengers movie with me this week.,0,0,21,103,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,1,0,2,2,5,1,1,SEND_MESSAGE
6053,who died in sons of anarchy in real life,0,0,9,40,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,1,3,0,0,SEARCH
6054,Any texts from Linguistically Speaking chat?,0,1,6,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,GET_MESSAGE
6055,Any text from Linguistically Utter chat?,0,1,6,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,GET_MESSAGE
6056,check chats,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,GET_MESSAGE
6057,baulk chats,0,0,2,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,GET_MESSAGE
6058,is it supposed to hail in rosenberg in the french polynesia,0,0,11,59,0,0,0,0,0,0,0,0,1,6,1,0,1,0,0,0,0,0,3,1,2,0,0,GetWeather
6059,who discovered that plants were made of cells,0,0,8,45,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,3,0,2,0,0,SEARCH
6060,who has original jurisdiction in most federal cases,0,0,8,51,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,3,2,0,0,SEARCH
6061,play peja tunes,0,0,3,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,PlayMusic
6062,play my hype playlist on youtube,0,0,6,32,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,1,1,2,0,0,PlayMusic
