index,query,ExclamationMark,QuestionMark,countWords,countChars,how,when,where,what,whose,which,why,who,count am-is-are,count stop words,PERSON,ORG,GPE,DATE,count music common,count weather common,count get common,count send common,VRB,ADJ,NON,common_t_g,common_s_p_m_t,output
739,Message Sonja that I am going to Homemakers meeting tomorrow.,0,0,10,61,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,2,0,5,1,2,SEND_MESSAGE
740,What's new in the baseball group?,0,1,6,33,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,2,0,0,GET_MESSAGE
741,play me some max martin on lastfm,0,0,7,33,0,0,0,0,0,0,0,0,0,3,1,1,0,0,2,0,0,0,2,0,2,0,0,PlayMusic
742,where in the bible is the book of revelation,0,0,9,44,0,0,1,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,3,0,0,SEARCH
743,what was the last episode of inspector morse,0,0,8,44,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,1,3,0,0,SEARCH
744,where are mucosal associated lymphoid tissues present in the human body and why,0,0,13,79,0,0,1,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,3,3,2,0,0,SEARCH
745,how old is baby in dirty dancing movie,0,0,8,38,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,2,2,0,0,SEARCH
746,Message Casey to ask what she would like for dinner,0,0,10,51,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,1,0,2,2,0,3,0,1,SEND_MESSAGE
747,please let me know the weather forecast in louisiana state,0,0,10,58,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,2,3,1,3,0,0,GetWeather
748,tell june it's on July 17th @ 5pm,0,0,8,33,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,3,1,1,SEND_MESSAGE
749,play takes place in your work space by eddie kendricks,0,0,10,54,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,6,0,0,PlayMusic
750,weather for marshall,0,0,3,20,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,GetWeather
751,play music from the top-5 from artist kenia arias,0,0,9,49,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,6,0,0,PlayMusic
752,Please read all messages my wife sent today.,0,0,8,44,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,3,0,3,0,1,GET_MESSAGE
753,Message receptionist that Bob is on the way into the office,0,0,11,59,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,1,0,5,0,1,SEND_MESSAGE
754,weather in nationalpark nevado tres cruces on mar 4th 2020,0,0,10,58,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,2,4,0,0,GetWeather
755,Could you get Taylor's texts?,0,1,5,29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,GET_MESSAGE
756,Please text thanks to everyone who donated,0,0,7,42,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,3,0,0,SEND_MESSAGE
757,is it going to be humid in helix,0,0,8,32,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,4,0,1,1,1,GetWeather
758,Message Everett letting him know that you picked up his ticket for Antman and Wasp.,0,0,15,83,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,1,3,0,5,0,1,SEND_MESSAGE
759,"Tell Adam that we will be visiting SLO next weekend and we would love to see him,",0,0,17,81,0,0,0,0,0,0,0,0,0,7,0,1,0,1,0,0,0,0,5,1,4,1,2,SEND_MESSAGE
760,play zvooq latest track by peter appleyard,0,0,7,42,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,1,5,0,0,PlayMusic
761,state with highest density of population in india as per 2011 census,0,0,12,68,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,1,0,0,0,1,5,0,0,SEARCH
762,list of strict nature reserve in the philippines,0,0,8,48,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,4,0,0,SEARCH
763,who was allowed to vote in the roman republic,0,0,9,45,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,3,0,2,0,0,SEARCH
764,how cold is it in cargray argentina,0,0,7,35,1,0,0,0,0,0,0,0,1,4,0,0,2,0,0,1,0,0,1,1,2,0,0,GetWeather
765,Ask Melissa for a map and her address because I'm lost.,0,0,11,55,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,2,0,4,0,0,SEND_MESSAGE
766,what type of artwork was created in the safavid empire,0,0,10,54,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,4,0,0,SEARCH
767,who played harmony in kiss kiss bang bang,0,0,8,41,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,1,4,0,0,SEARCH
768,Who sent me the video message?,0,1,6,30,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,2,0,1,GET_MESSAGE
769,how s the weather in brookdale zimbabwe,0,0,7,39,1,0,0,0,0,0,0,0,1,4,0,0,2,0,0,1,0,0,1,0,3,0,0,GetWeather
770,what is the current spot forecast for far areas and warmer temps,0,0,12,64,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,2,0,0,1,2,5,0,0,GetWeather
771,how many series of diary of a wimpy kid are there,0,0,11,49,1,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,4,2,0,0,SEARCH
772,Message Tom and Karen and tell them the party location is now next door to the original place.,0,0,18,94,0,0,0,0,0,0,0,0,1,8,2,0,0,0,0,0,0,1,2,3,7,1,2,SEND_MESSAGE
773,Message Lakshmi that I miss her a lot.,0,0,8,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,3,0,1,SEND_MESSAGE
774,play the newest chant by john doyle on zvooq,0,0,9,44,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,1,1,4,0,0,PlayMusic
775,play the newest martin solveig sound track,0,0,7,42,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,1,4,0,0,PlayMusic
776,who last sent me a video message,0,0,7,32,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,1,1,2,0,1,GET_MESSAGE
777,text my sister and ask her if I can call her right now,0,0,13,54,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,2,1,3,0,0,SEND_MESSAGE
778,when was the new world trade center finished,0,0,8,44,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,1,3,0,0,SEARCH
779,Text Lori that I will be in her neighborhood on Sunday and I will stop by her place at 11 AM.,0,0,21,93,0,0,0,0,0,0,0,0,0,11,1,0,0,1,0,0,0,0,2,0,6,0,0,SEND_MESSAGE
780,Tell Mike that the takedown of the weekend carnival is starting Monday morning at 9 AM secure 5 helpers,0,0,19,103,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,2,0,10,1,1,SEND_MESSAGE
781,Message dad to tell him to use his GPS.,0,0,9,39,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,2,0,3,1,2,SEND_MESSAGE
782,play music on netflix,0,0,4,21,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,3,0,0,PlayMusic
783,play music by blowfly from the seventies,0,0,7,40,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,4,0,0,PlayMusic
784,let bert know that highway 90 is flooded and should be avoided on his trip to my house,0,0,18,86,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,3,6,0,4,0,0,SEND_MESSAGE
785,parliament passed the iron act in 1750 to encourage colonial production of this metal,0,0,14,85,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,2,1,5,0,0,SEARCH
786,play some game music,0,0,4,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,2,0,0,PlayMusic
787,view my chats,0,0,3,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,GET_MESSAGE
788,Any new texts in the volunteers chat?,0,1,7,37,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,2,0,0,GET_MESSAGE
789,who was the 11th prime minister of canada,0,0,8,41,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,1,1,2,0,0,SEARCH
790,who won the workd series of poker 2017,0,0,8,38,0,0,0,0,0,0,0,1,0,4,0,1,0,1,0,0,0,0,1,1,2,0,0,SEARCH
791,what republican is running for mayor of phoenix,0,0,8,47,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,0,0,0,2,1,2,0,0,SEARCH
792,what is the weather like in the city of frewen in the country of venezuela,0,0,15,74,0,0,0,1,0,0,0,0,1,9,0,0,2,0,0,2,0,0,1,0,5,0,0,GetWeather
793,is it freezing near medley,0,0,5,26,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,1,0,0,GetWeather
794,play the it could only happen with you album by lawrence,0,0,11,56,0,0,0,0,0,0,0,0,0,6,1,0,0,0,2,0,0,0,3,1,1,0,0,PlayMusic
795,when does real housewives of beverley hills start,0,0,8,49,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,2,1,3,0,0,SEARCH
796,i want to hear music from 1975,0,0,7,30,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,2,0,2,0,0,PlayMusic
797,chief ministers of tamil nadu mentioned on wikipedia,0,0,8,52,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,1,4,0,0,SEARCH
798,play any sixties song,0,0,4,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,2,0,0,PlayMusic
799,who is talking at the end of intergalactic,0,0,8,42,0,0,0,0,0,0,0,1,1,5,0,1,0,0,0,0,0,0,2,1,1,0,0,SEARCH
800,will there be a snowstorm in slick or four hours from now,0,0,12,57,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,2,3,0,0,GetWeather
801,Play me the voice message Kim sent today on Whatsapp.,0,0,10,53,0,0,0,1,0,0,0,0,0,3,1,1,0,1,0,0,2,0,2,0,5,0,1,GET_MESSAGE
802,message danny and see if he wants to go to comic con,0,0,12,52,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,4,0,3,0,2,SEND_MESSAGE
803,is the united states a country or nation,0,0,8,40,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,1,1,3,0,0,SEARCH
804,play music by francis healy,0,0,5,27,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,4,0,0,PlayMusic
805,Please display new messages from Family this weekend,0,0,8,52,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,1,1,4,0,1,GET_MESSAGE
806,play top-50 peter frampton songs,0,0,5,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,3,0,0,PlayMusic
807,Message Kevin asking if he liked his lunch.,0,0,8,43,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,2,0,3,0,1,SEND_MESSAGE
808,play music from the seventies for me,0,0,7,36,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,0,0,0,0,0,3,0,0,PlayMusic
809,Let me see what Isaac texted me today,0,0,8,37,0,0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,1,0,3,0,2,0,1,GET_MESSAGE
810,please play jag vill leva i europa by porta,0,0,9,43,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,3,0,4,0,0,PlayMusic
811,what is the forecast in texas,0,0,6,29,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,1,0,0,1,0,2,0,0,GetWeather
812,"send that video to Connie, she will love it",0,0,9,43,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,2,0,3,0,0,SEND_MESSAGE
813,indian agricultural institute is situated in which indian city,0,0,9,62,0,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0,0,2,3,2,0,0,SEARCH
814,This past week show me any messages from DUKE Energy,0,0,10,52,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,1,0,1,1,4,0,1,GET_MESSAGE
815,what is the area code for johannesburg south africa,0,0,9,51,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,1,0,0,1,0,5,0,0,SEARCH
816,what s the weather in organ pipe cactus national monument,0,0,10,57,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,2,0,0,2,2,3,0,0,GetWeather
817,when does the champions league quarter finals start,0,0,8,51,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,3,0,3,0,0,SEARCH
818,Soccer moms chat texts now,0,0,5,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,2,0,0,GET_MESSAGE
819,play kool keith presents thee undatakerz by john mccrea,0,0,9,55,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,1,1,6,0,0,PlayMusic
820,want to know the blizzard weather condition in lake catherine,0,0,10,61,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0,6,0,0,GetWeather
821,what will the weather be like in farmington canal state park trail,0,0,12,66,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,4,0,0,1,2,4,0,0,GetWeather
822,where did they film the game of thrones,0,0,8,39,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,3,0,0,SEARCH
823,use the service zvooq to play merengue music,0,0,8,44,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,0,0,1,0,4,0,0,PlayMusic
824,what is the cold forecast for our current position,0,0,9,50,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,3,0,0,1,2,2,0,0,GetWeather
825,what will the weather be like in the bahamas eleven years and a half from now,0,0,16,77,0,0,0,1,0,0,0,0,0,10,0,0,1,1,0,2,0,0,1,2,4,0,0,GetWeather
826,play make the cowboy robots cry by sabin rai on vimeo,0,0,11,53,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,1,1,6,0,0,PlayMusic
827,bring up my chats please,0,0,5,24,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,GET_MESSAGE
828,which state in india has the lowest gender ratio,0,0,9,48,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,1,0,0,1,1,4,0,0,SEARCH
829,Ask Stacey where mom is,0,0,5,23,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,3,0,0,SEND_MESSAGE
830,"Send a message to my son, asking him if he will make it home in  time for dinner.",0,0,19,81,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,4,0,5,0,1,SEND_MESSAGE
831,is it going to be nice at 6 am at chippewa lake,0,0,12,47,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,5,1,1,1,1,GetWeather
832,play jono el grande from the thirties,0,0,7,37,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,1,0,4,0,0,PlayMusic
833,play any chanson,0,0,3,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,PlayMusic
834,Let Christian know I am going to the buffet at 7.,0,0,11,49,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,4,0,2,1,1,SEND_MESSAGE
835,Send a text to Chris saying “I love You”,0,0,9,40,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4,0,3,0,0,SEND_MESSAGE
836,what s the weather forecast for baker city,0,0,8,42,0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,2,0,0,1,0,4,0,0,GetWeather
837,play stevan faddy on google music,0,0,6,33,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,0,0,0,0,0,5,0,0,PlayMusic
838,what s the weather forecast for my current spot,0,0,9,47,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,3,0,0,1,1,3,0,0,GetWeather
839,Message the Hungry Jack's resort that we are running late due to the recent road closure on the Gun Flint Trail,0,0,21,111,0,0,0,0,0,0,0,0,1,8,1,0,1,0,0,0,0,1,2,3,9,0,1,SEND_MESSAGE
840,switch to chats now,0,0,4,19,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,GET_MESSAGE
841,who was the walker rick killed in the first episode,0,0,10,51,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,2,1,3,0,0,SEARCH
842,where does a girl wear an engagement ring,0,0,8,41,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,3,0,0,SEARCH
843,play my hot 50 playlist,0,0,5,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,1,1,0,0,PlayMusic
844,Message Pat saying the setup went well and tomorrow's even should go as planned.,0,0,14,80,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,4,2,4,0,1,SEND_MESSAGE
845,what episode does caroline get turned into a vampire,0,0,9,52,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,4,0,2,0,0,SEARCH
846,play music from the track she came in through the bathroom window,0,0,12,65,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,1,0,5,0,0,PlayMusic
847,how did the dominican republic get its name,0,0,8,43,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,2,1,2,0,0,SEARCH
848,what is the first rank of ias officer,0,0,8,37,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,0,0,0,1,2,2,0,0,SEARCH
849,how s the forecast for chad on september 28 2034,0,0,10,48,1,0,0,0,0,0,0,0,1,5,0,0,1,1,0,1,0,0,1,0,3,0,0,GetWeather
850,who played raquel in only fools and horses,0,0,8,42,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,1,1,3,0,0,SEARCH
851,show weather forecast in kenya,0,0,5,30,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,3,0,0,GetWeather
852,play some songs from the fourties by yoshiki fukuyama,0,0,9,53,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,0,0,1,0,4,0,0,PlayMusic
853,what will the weather be in michigan,0,0,7,36,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,1,0,0,1,1,1,0,0,GetWeather
854,Were there any messages from Mom?,0,1,6,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,1,GET_MESSAGE
855,play 1970 trunes,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,PlayMusic
856,what will be the wind speed around pembina gorge state recreation area october the 27th,0,0,15,87,0,0,0,1,0,0,0,0,0,5,0,0,0,1,0,2,0,0,1,0,6,0,0,GetWeather
857,what is the weather forecast tomorrow in french ut,0,0,9,50,0,0,0,1,0,0,0,0,1,4,0,0,0,1,0,2,0,1,1,1,4,0,0,GetWeather
858,what are the band members names of the rolling stones,0,0,10,53,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,5,0,0,SEARCH
859,play a fairouz tune on deezer,0,0,6,29,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,1,1,2,0,0,PlayMusic
860,open netflix and find a movie with the song heartful,0,0,10,52,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,0,2,0,1,1,4,0,0,PlayMusic
861,how tall is the new statue in india,0,0,8,35,1,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,1,0,1,1,3,0,0,SEARCH
862,play 1958 music on iheart,0,0,5,25,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,3,0,0,PlayMusic
863,who are the permanent member of un security council,0,0,9,51,0,0,0,0,0,0,0,1,1,4,0,1,0,0,0,0,0,0,1,2,3,0,0,SEARCH
864,play midnight special,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,PlayMusic
865,Message Sara and tell her that she can come over tomorrow at 10 am.,0,0,14,67,0,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0,0,1,3,0,3,1,2,SEND_MESSAGE
866,Send message to family Don't forget the library fundraiser on July 15th at 7 pm,0,0,15,79,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,1,0,0,2,3,5,0,1,SEND_MESSAGE
867,in humans what determines the gender of the offspring,0,0,9,53,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,3,0,0,SEARCH
868,MESSAGE MAGGIE AND ASK WHEN SHE'S GOING TO PICK UP THE COUCH,0,0,12,60,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12,1,2,SEND_MESSAGE
869,play some deezer oldies music,0,0,5,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,3,0,0,PlayMusic
870,play the most popular coti songs on pandora,0,0,8,43,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,1,2,3,0,0,PlayMusic
871,where did central pacific and union pacific meet,0,0,8,48,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,4,0,0,SEARCH
872,i want to hear a sandra ep,0,0,7,26,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,2,0,3,0,0,PlayMusic
873,who won the ladies ice skating in the olympics,0,0,9,46,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,3,0,2,0,0,SEARCH
874,Send a message to Billy asking what time Jayden's party starts.,0,0,11,63,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,3,2,0,6,0,1,SEND_MESSAGE
875,will there be a storm nearby,0,0,6,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2,1,0,0,GetWeather
876,play some sabah from the eighties,0,0,6,33,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,1,0,2,0,0,PlayMusic
877,when did the new day win the tag team titles,0,0,10,44,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,2,1,4,0,0,SEARCH
878,is maalaea has chillier weather,0,0,5,31,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,2,1,2,0,0,GetWeather
879,who has the most blocks in a single nba game,0,0,10,44,0,0,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,1,2,3,0,0,SEARCH
880,who did the astros play last time they were in the world series,0,0,13,63,0,0,0,0,0,0,0,1,0,7,1,0,0,0,1,0,0,1,2,1,5,0,0,SEARCH
881,play some game music,0,0,4,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,2,0,0,PlayMusic
882,what year did the golden state warriors win their first nba championship,0,0,12,72,0,0,0,1,0,0,0,0,0,4,1,1,0,0,0,1,0,0,2,2,5,0,0,SEARCH
883,what does the msc in msc cruises stand for,0,0,9,42,0,0,0,1,0,0,0,0,0,5,0,2,0,0,0,0,0,0,2,0,3,0,0,SEARCH
884,Send message to Chris that I will meet her at art class at 8:00 AM.,0,0,15,67,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,1,2,4,0,1,SEND_MESSAGE
885,who is the commander in chief of the defence force in india,0,0,12,59,0,0,0,0,0,0,0,1,1,7,0,0,1,0,0,0,0,0,1,0,5,0,0,SEARCH
886,play a track by deeyah khan,0,0,6,27,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,1,0,3,0,0,PlayMusic
887,who played eliza doolittle in the movie my fair lady,0,0,10,52,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,1,1,4,0,0,SEARCH
888,is it going to be chilly on 12/13/2025 in haugan pakistan,0,0,11,57,0,0,0,0,0,0,0,0,1,6,0,0,2,1,0,1,0,0,3,2,1,1,1,GetWeather
889,what is the genus of a bald eagle,0,0,8,33,0,0,0,1,0,0,0,0,1,5,0,1,0,0,0,0,0,0,1,0,3,0,0,SEARCH
890,who cracked the enigma code in world war 2,0,0,9,42,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,4,0,0,SEARCH
891,what s the weather forecast in melcher-dallas,0,0,7,45,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,2,0,0,1,1,2,0,0,GetWeather
892,Send a message to Trever and Taylor asking them when they are coming in this week.,0,0,16,82,0,1,0,0,0,0,0,0,1,9,2,0,0,1,0,0,0,1,4,0,4,0,1,SEND_MESSAGE
893,how many seasons are there for lost girl,0,0,8,40,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,2,2,0,0,SEARCH
894,who's winning the election in virginia for governor,0,0,8,51,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,2,0,3,0,0,SEARCH
895,play some rumba africana,0,0,4,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,PlayMusic
896,who does callie move to new york with,0,0,8,37,0,0,0,0,0,0,0,1,0,4,1,0,1,0,0,0,1,0,3,1,1,0,0,SEARCH
897,who is the first indian who got oscar for lifetime achievement,0,0,11,62,0,0,0,0,0,0,0,1,1,5,1,0,0,0,0,0,0,0,2,3,2,0,0,SEARCH
898,will it hail today in west point at 11:36:48,0,0,9,44,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,1,1,2,0,0,GetWeather
899,what nfl teams played in the superbowl last year,0,0,9,48,0,0,0,1,0,0,0,0,0,3,0,2,0,1,0,0,0,0,1,2,3,0,0,SEARCH
900,play the music of melody of 1997 in itunes,0,0,9,42,0,0,0,0,0,0,0,0,0,4,0,1,0,1,3,0,0,0,1,0,3,0,0,PlayMusic
901,when did a night at the opera release,0,0,8,37,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,3,0,0,SEARCH
902,Message Kathy to have all the flyers ready for the bank's company party next week.,0,0,15,82,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,1,1,2,7,0,1,SEND_MESSAGE
903,who won the marathon in new york city,0,0,8,37,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,1,0,1,1,3,0,0,SEARCH
904,when do you pray the chaplet of divine mercy,0,0,9,44,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,3,0,0,SEARCH
905,i want to hear music from the sixties,0,0,8,37,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,0,0,0,2,0,3,0,0,PlayMusic
906,where did the saying to hell in a handbasket come from,0,0,11,54,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,3,0,2,0,0,SEARCH
907,when did ford change the f150 body style,0,0,8,40,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,3,0,3,0,0,SEARCH
908,Message to Fermin that I am in the club,0,0,9,39,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,1,0,3,0,1,SEND_MESSAGE
909,I wanna do a video message for Scarlet May Shawn.,0,0,10,49,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,1,5,0,1,SEND_MESSAGE
910,play fourties soundtrack from hamish maccunn,0,0,6,44,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,3,0,0,PlayMusic
911,when was the original us capitol building completed,0,0,8,51,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,3,1,1,0,0,SEARCH
912,want to know the hot weather situation in netherlands december 4,0,0,11,64,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,2,0,1,2,1,4,0,0,GetWeather
